Date,Promo,Temperature,Sales,Month,IsWeekend,DayOfYear,IsHoliday,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,Weather_Rainy,Weather_Snowy,Weather_Sunny,Season_Spring,Season_Summer,Season_Winter
2023-02-13,0,8.3,211,2,False,44,False,True,False,False,False,False,False,False,False,False,False,False,True
2023-02-14,1,6.4,208,2,False,45,False,False,False,False,False,True,False,False,True,False,False,False,True
2023-02-15,0,9.2,212,2,False,46,False,False,False,False,False,False,True,False,False,False,False,False,True
2023-02-16,0,8.7,245,2,False,47,False,False,False,False,True,False,False,False,False,True,False,False,True
2023-02-17,0,2.0,156,2,False,48,False,False,False,False,False,False,False,False,True,False,False,False,True
2023-02-18,0,11.5,196,2,True,49,False,False,True,False,False,False,False,False,True,False,False,False,True
2023-02-19,1,4.3,275,2,True,50,False,False,False,True,False,False,False,True,False,False,False,False,True
2023-02-20,0,8.1,201,2,False,51,True,True,False,False,False,False,False,False,False,False,False,False,True
2023-02-21,0,1.6,188,2,False,52,False,False,False,False,False,True,False,False,False,False,False,False,True
2023-02-22,0,6.2,191,2,False,53,False,False,False,False,False,False,True,False,False,True,False,False,True
2023-02-23,1,-2.0,249,2,False,54,False,False,False,False,True,False,False,False,True,False,False,False,True
2023-02-24,0,4.9,146,2,False,55,False,False,False,False,False,False,False,False,True,False,False,False,True
2023-02-25,1,0.9,291,2,True,56,False,False,True,False,False,False,False,True,False,False,False,False,True
2023-02-26,0,6.1,190,2,True,57,False,False,False,True,False,False,False,False,True,False,False,False,True
2023-02-27,0,7.5,203,2,False,58,False,True,False,False,False,False,False,False,False,False,False,False,True
2023-02-28,0,15.9,177,2,False,59,False,False,False,False,False,True,False,False,False,True,False,False,True
2023-03-01,0,16.4,208,3,False,60,False,False,False,False,False,False,True,False,False,True,True,False,False
2023-03-02,0,22.3,185,3,False,61,False,False,False,False,True,False,False,False,False,True,True,False,False
2023-03-03,1,14.5,268,3,False,62,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-03-04,0,15.2,228,3,True,63,False,False,True,False,False,False,False,False,False,False,True,False,False
2023-03-05,1,17.8,355,3,True,64,False,False,False,True,False,False,False,False,False,False,True,False,False
2023-03-06,0,15.5,241,3,False,65,False,True,False,False,False,False,False,False,False,False,True,False,False
2023-03-07,1,17.6,263,3,False,66,False,False,False,False,False,True,False,True,False,False,True,False,False
2023-03-08,0,8.0,214,3,False,67,False,False,False,False,False,False,True,False,False,True,True,False,False
2023-03-09,0,21.5,198,3,False,68,False,False,False,False,True,False,False,False,False,False,True,False,False
2023-03-10,0,14.6,147,3,False,69,False,False,False,False,False,False,False,False,True,False,True,False,False
2023-03-11,0,14.7,280,3,True,70,False,False,True,False,False,False,False,False,False,True,True,False,False
2023-03-12,0,11.8,258,3,True,71,False,False,False,True,False,False,False,False,False,True,True,False,False
2023-03-13,0,12.2,195,3,False,72,False,True,False,False,False,False,False,False,False,False,True,False,False
2023-03-14,1,12.7,249,3,False,73,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-03-15,0,17.3,222,3,False,74,False,False,False,False,False,False,True,False,False,False,True,False,False
2023-03-16,0,15.8,157,3,False,75,False,False,False,False,True,False,False,True,False,False,True,False,False
2023-03-17,0,21.7,229,3,False,76,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-03-18,0,17.2,202,3,True,77,False,False,True,False,False,False,False,True,False,False,True,False,False
2023-03-19,0,9.4,210,3,True,78,False,False,False,True,False,False,False,True,False,False,True,False,False
2023-03-20,0,11.7,215,3,False,79,False,True,False,False,False,False,False,False,False,True,True,False,False
2023-03-21,1,12.7,260,3,False,80,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-03-22,1,17.2,234,3,False,81,False,False,False,False,False,False,True,True,False,False,True,False,False
2023-03-23,0,16.0,186,3,False,82,False,False,False,False,True,False,False,False,False,True,True,False,False
2023-03-24,0,15.2,190,3,False,83,False,False,False,False,False,False,False,True,False,False,True,False,False
2023-03-25,0,17.1,234,3,True,84,False,False,True,False,False,False,False,False,False,False,True,False,False
2023-03-26,0,12.6,213,3,True,85,False,False,False,True,False,False,False,False,True,False,True,False,False
2023-03-27,0,13.0,191,3,False,86,False,True,False,False,False,False,False,False,False,False,True,False,False
2023-03-28,0,13.7,129,3,False,87,False,False,False,False,False,True,False,True,False,False,True,False,False
2023-03-29,0,15.1,215,3,False,88,False,False,False,False,False,False,True,False,False,True,True,False,False
2023-03-30,0,18.1,176,3,False,89,False,False,False,False,True,False,False,True,False,False,True,False,False
2023-03-31,0,15.7,153,3,False,90,False,False,False,False,False,False,False,True,False,False,True,False,False
2023-04-01,0,13.1,270,4,True,91,False,False,True,False,False,False,False,False,False,False,True,False,False
2023-04-02,0,13.9,257,4,True,92,False,False,False,True,False,False,False,False,False,False,True,False,False
2023-04-03,0,20.4,184,4,False,93,False,True,False,False,False,False,False,False,False,False,True,False,False
2023-04-04,0,7.9,138,4,False,94,False,False,False,False,False,True,False,False,True,False,True,False,False
2023-04-05,0,15.5,179,4,False,95,False,False,False,False,False,False,True,True,False,False,True,False,False
2023-04-06,1,22.5,289,4,False,96,False,False,False,False,True,False,False,False,False,True,True,False,False
2023-04-07,1,14.5,186,4,False,97,False,False,False,False,False,False,False,False,True,False,True,False,False
2023-04-08,0,11.0,271,4,True,98,False,False,True,False,False,False,False,False,False,True,True,False,False
2023-04-09,0,21.7,265,4,True,99,False,False,False,True,False,False,False,False,False,True,True,False,False
2023-04-10,0,14.1,192,4,False,100,False,True,False,False,False,False,False,True,False,False,True,False,False
2023-04-11,0,10.6,200,4,False,101,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-04-12,0,12.7,189,4,False,102,False,False,False,False,False,False,True,False,False,False,True,False,False
2023-04-13,0,21.0,244,4,False,103,False,False,False,False,True,False,False,False,False,True,True,False,False
2023-04-14,0,9.4,255,4,False,104,False,False,False,False,False,False,False,False,False,True,True,False,False
2023-04-15,0,20.1,259,4,True,105,False,False,True,False,False,False,False,False,False,True,True,False,False
2023-04-16,0,14.0,278,4,True,106,False,False,False,True,False,False,False,False,False,True,True,False,False
2023-04-17,1,17.5,306,4,False,107,False,True,False,False,False,False,False,False,False,True,True,False,False
2023-04-18,0,12.9,171,4,False,108,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-04-19,0,22.0,224,4,False,109,False,False,False,False,False,False,True,False,False,True,True,False,False
2023-04-20,1,14.8,303,4,False,110,False,False,False,False,True,False,False,False,False,True,True,False,False
2023-04-21,0,8.2,223,4,False,111,False,False,False,False,False,False,False,False,False,True,True,False,False
2023-04-22,1,12.8,280,4,True,112,False,False,True,False,False,False,False,True,False,False,True,False,False
2023-04-23,0,16.9,253,4,True,113,False,False,False,True,False,False,False,True,False,False,True,False,False
2023-04-24,0,7.6,140,4,False,114,False,True,False,False,False,False,False,False,True,False,True,False,False
2023-04-25,0,12.0,181,4,False,115,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-04-26,1,11.2,303,4,False,116,False,False,False,False,False,False,True,False,False,True,True,False,False
2023-04-27,1,15.5,322,4,False,117,False,False,False,False,True,False,False,False,False,True,True,False,False
2023-04-28,0,14.9,256,4,False,118,False,False,False,False,False,False,False,False,False,True,True,False,False
2023-04-29,0,18.9,235,4,True,119,False,False,True,False,False,False,False,False,False,False,True,False,False
2023-04-30,1,14.7,323,4,True,120,False,False,False,True,False,False,False,False,False,True,True,False,False
2023-05-01,1,19.3,278,5,False,121,False,True,False,False,False,False,False,False,False,False,True,False,False
2023-05-02,0,16.7,114,5,False,122,False,False,False,False,False,True,False,False,True,False,True,False,False
2023-05-03,1,19.2,300,5,False,123,False,False,False,False,False,False,True,False,False,True,True,False,False
2023-05-04,0,15.4,193,5,False,124,False,False,False,False,True,False,False,False,False,False,True,False,False
2023-05-05,0,11.4,228,5,False,125,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-05-06,0,16.1,271,5,True,126,False,False,True,False,False,False,False,False,False,False,True,False,False
2023-05-07,1,20.6,321,5,True,127,False,False,False,True,False,False,False,False,False,False,True,False,False
2023-05-08,0,13.3,181,5,False,128,False,True,False,False,False,False,False,False,False,False,True,False,False
2023-05-09,0,15.9,239,5,False,129,False,False,False,False,False,True,False,False,False,True,True,False,False
2023-05-10,1,10.5,259,5,False,130,False,False,False,False,False,False,True,True,False,False,True,False,False
2023-05-11,0,12.9,157,5,False,131,False,False,False,False,True,False,False,True,False,False,True,False,False
2023-05-12,0,20.7,149,5,False,132,False,False,False,False,False,False,False,False,True,False,True,False,False
2023-05-13,1,8.9,337,5,True,133,False,False,True,False,False,False,False,False,False,True,True,False,False
2023-05-14,1,16.1,310,5,True,134,False,False,False,True,False,False,False,False,True,False,True,False,False
2023-05-15,0,12.1,159,5,False,135,False,True,False,False,False,False,False,True,False,False,True,False,False
2023-05-16,1,25.1,270,5,False,136,False,False,False,False,False,True,False,True,False,False,True,False,False
2023-05-17,0,13.6,186,5,False,137,False,False,False,False,False,False,True,True,False,False,True,False,False
2023-05-18,0,20.5,202,5,False,138,False,False,False,False,True,False,False,False,False,False,True,False,False
2023-05-19,0,13.4,203,5,False,139,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-05-20,0,17.6,274,5,True,140,False,False,True,False,False,False,False,False,False,True,True,False,False
2023-05-21,1,16.1,291,5,True,141,False,False,False,True,False,False,False,True,False,False,True,False,False
2023-05-22,0,15.5,169,5,False,142,False,True,False,False,False,False,False,False,False,False,True,False,False
2023-05-23,0,16.5,188,5,False,143,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-05-24,0,9.2,129,5,False,144,False,False,False,False,False,False,True,False,True,False,True,False,False
2023-05-25,0,12.7,233,5,False,145,False,False,False,False,True,False,False,False,False,True,True,False,False
2023-05-26,0,8.9,204,5,False,146,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-05-27,1,20.8,356,5,True,147,False,False,True,False,False,False,False,False,False,True,True,False,False
2023-05-28,1,17.6,344,5,True,148,False,False,False,True,False,False,False,False,False,False,True,False,False
2023-05-29,1,22.2,252,5,False,149,True,True,False,False,False,False,False,True,False,False,True,False,False
2023-05-30,0,13.2,151,5,False,150,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-05-31,0,16.7,219,5,False,151,False,False,False,False,False,False,True,False,False,True,True,False,False
2023-06-01,0,25.1,159,6,False,152,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-06-02,0,34.0,208,6,False,153,False,False,False,False,False,False,False,False,False,True,False,True,False
2023-06-03,0,29.6,257,6,True,154,False,False,True,False,False,False,False,False,False,True,False,True,False
2023-06-04,1,30.2,356,6,True,155,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-06-05,0,26.0,190,6,False,156,False,True,False,False,False,False,False,False,False,False,False,True,False
2023-06-06,1,24.9,334,6,False,157,False,False,False,False,False,True,False,False,False,True,False,True,False
2023-06-07,0,25.6,119,6,False,158,False,False,False,False,False,False,True,False,True,False,False,True,False
2023-06-08,0,27.0,210,6,False,159,False,False,False,False,True,False,False,False,False,True,False,True,False
2023-06-09,0,30.2,210,6,False,160,False,False,False,False,False,False,False,False,False,True,False,True,False
2023-06-10,0,28.3,279,6,True,161,False,False,True,False,False,False,False,False,False,False,False,True,False
2023-06-11,1,26.3,336,6,True,162,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-06-12,1,27.7,315,6,False,163,False,True,False,False,False,False,False,False,False,True,False,True,False
2023-06-13,0,19.4,193,6,False,164,False,False,False,False,False,True,False,True,False,False,False,True,False
2023-06-14,1,25.4,319,6,False,165,False,False,False,False,False,False,True,False,False,True,False,True,False
2023-06-15,0,29.3,213,6,False,166,False,False,False,False,True,False,False,False,False,True,False,True,False
2023-06-16,0,26.9,220,6,False,167,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-06-17,0,24.8,271,6,True,168,False,False,True,False,False,False,False,False,False,True,False,True,False
2023-06-18,0,25.4,288,6,True,169,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-06-19,0,24.3,149,6,False,170,True,True,False,False,False,False,False,True,False,False,False,True,False
2023-06-20,0,24.0,217,6,False,171,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-06-21,1,24.7,301,6,False,172,False,False,False,False,False,False,True,False,False,False,False,True,False
2023-06-22,0,28.2,172,6,False,173,False,False,False,False,True,False,False,False,True,False,False,True,False
2023-06-23,0,26.6,208,6,False,174,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-06-24,0,30.9,261,6,True,175,False,False,True,False,False,False,False,False,False,False,False,True,False
2023-06-25,1,25.6,300,6,True,176,False,False,False,True,False,False,False,True,False,False,False,True,False
2023-06-26,0,20.0,207,6,False,177,False,True,False,False,False,False,False,False,False,True,False,True,False
2023-06-27,0,30.0,265,6,False,178,False,False,False,False,False,True,False,False,False,True,False,True,False
2023-06-28,0,18.1,220,6,False,179,False,False,False,False,False,False,True,False,False,False,False,True,False
2023-06-29,0,29.3,205,6,False,180,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-06-30,0,16.5,120,6,False,181,False,False,False,False,False,False,False,False,True,False,False,True,False
2023-07-01,1,17.1,318,7,True,182,False,False,True,False,False,False,False,True,False,False,False,True,False
2023-07-02,0,25.5,257,7,True,183,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-07-03,0,27.8,247,7,False,184,False,True,False,False,False,False,False,False,False,True,False,True,False
2023-07-04,0,25.2,185,7,False,185,True,False,False,False,False,True,False,False,False,False,False,True,False
2023-07-05,0,21.5,187,7,False,186,False,False,False,False,False,False,True,True,False,False,False,True,False
2023-07-06,1,20.8,226,7,False,187,False,False,False,False,True,False,False,True,False,False,False,True,False
2023-07-07,1,24.4,277,7,False,188,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-07-08,0,24.6,203,7,True,189,False,False,True,False,False,False,False,True,False,False,False,True,False
2023-07-09,0,33.1,245,7,True,190,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-07-10,0,21.8,200,7,False,191,False,True,False,False,False,False,False,False,False,False,False,True,False
2023-07-11,0,17.2,216,7,False,192,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-07-12,0,33.4,205,7,False,193,False,False,False,False,False,False,True,False,False,True,False,True,False
2023-07-13,0,20.4,111,7,False,194,False,False,False,False,True,False,False,False,True,False,False,True,False
2023-07-14,0,30.5,148,7,False,195,False,False,False,False,False,False,False,True,False,False,False,True,False
2023-07-15,1,25.7,277,7,True,196,False,False,True,False,False,False,False,False,True,False,False,True,False
2023-07-16,0,28.5,234,7,True,197,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-07-17,0,27.5,96,7,False,198,False,True,False,False,False,False,False,False,True,False,False,True,False
2023-07-18,0,25.4,188,7,False,199,False,False,False,False,False,True,False,True,False,False,False,True,False
2023-07-19,1,30.0,264,7,False,200,False,False,False,False,False,False,True,False,False,False,False,True,False
2023-07-20,0,30.4,199,7,False,201,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-07-21,0,18.4,193,7,False,202,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-07-22,0,24.6,271,7,True,203,False,False,True,False,False,False,False,False,False,True,False,True,False
2023-07-23,0,28.0,294,7,True,204,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-07-24,0,25.7,207,7,False,205,False,True,False,False,False,False,False,False,False,True,False,True,False
2023-07-25,0,25.0,243,7,False,206,False,False,False,False,False,True,False,False,False,True,False,True,False
2023-07-26,0,18.2,176,7,False,207,False,False,False,False,False,False,True,False,False,False,False,True,False
2023-07-27,1,12.0,287,7,False,208,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-07-28,0,25.6,243,7,False,209,False,False,False,False,False,False,False,False,False,True,False,True,False
2023-07-29,0,20.6,254,7,True,210,False,False,True,False,False,False,False,True,False,False,False,True,False
2023-07-30,0,21.7,257,7,True,211,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-07-31,0,22.0,205,7,False,212,False,True,False,False,False,False,False,False,False,False,False,True,False
2023-08-01,0,27.3,240,8,False,213,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-08-02,0,25.9,200,8,False,214,False,False,False,False,False,False,True,False,False,True,False,True,False
2023-08-03,0,30.9,219,8,False,215,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-08-04,0,23.7,231,8,False,216,False,False,False,False,False,False,False,False,False,True,False,True,False
2023-08-05,0,25.3,250,8,True,217,False,False,True,False,False,False,False,True,False,False,False,True,False
2023-08-06,1,20.8,290,8,True,218,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-08-07,0,26.5,217,8,False,219,False,True,False,False,False,False,False,False,False,False,False,True,False
2023-08-08,1,26.4,312,8,False,220,False,False,False,False,False,True,False,False,False,False,False,True,False
2023-08-09,1,25.9,287,8,False,221,False,False,False,False,False,False,True,False,False,False,False,True,False
2023-08-10,1,25.1,334,8,False,222,False,False,False,False,True,False,False,False,False,True,False,True,False
2023-08-11,0,28.8,195,8,False,223,False,False,False,False,False,False,False,True,False,False,False,True,False
2023-08-12,0,20.7,231,8,True,224,False,False,True,False,False,False,False,True,False,False,False,True,False
2023-08-13,0,31.0,247,8,True,225,False,False,False,True,False,False,False,False,False,False,False,True,False
2023-08-14,1,28.2,308,8,False,226,False,True,False,False,False,False,False,False,False,True,False,True,False
2023-08-15,0,33.6,224,8,False,227,False,False,False,False,False,True,False,False,False,True,False,True,False
2023-08-16,0,31.3,221,8,False,228,False,False,False,False,False,False,True,True,False,False,False,True,False
2023-08-17,0,35.3,240,8,False,229,False,False,False,False,True,False,False,False,False,True,False,True,False
2023-08-18,0,25.0,190,8,False,230,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-08-19,1,19.3,315,8,True,231,False,False,True,False,False,False,False,False,False,False,False,True,False
2023-08-20,0,28.2,307,8,True,232,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-08-21,0,23.1,237,8,False,233,False,True,False,False,False,False,False,False,False,False,False,True,False
2023-08-22,0,16.2,217,8,False,234,False,False,False,False,False,True,False,False,False,True,False,True,False
2023-08-23,0,19.2,169,8,False,235,False,False,False,False,False,False,True,True,False,False,False,True,False
2023-08-24,0,27.3,206,8,False,236,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-08-25,1,20.6,275,8,False,237,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-08-26,0,23.6,235,8,True,238,False,False,True,False,False,False,False,False,False,False,False,True,False
2023-08-27,0,28.7,271,8,True,239,False,False,False,True,False,False,False,False,False,True,False,True,False
2023-08-28,1,22.4,274,8,False,240,False,True,False,False,False,False,False,False,False,True,False,True,False
2023-08-29,0,16.9,155,8,False,241,False,False,False,False,False,True,False,True,False,False,False,True,False
2023-08-30,1,25.3,263,8,False,242,False,False,False,False,False,False,True,True,False,False,False,True,False
2023-08-31,0,19.6,208,8,False,243,False,False,False,False,True,False,False,False,False,False,False,True,False
2023-09-01,0,13.1,155,9,False,244,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-09-02,1,9.2,302,9,True,245,False,False,True,False,False,False,False,True,False,False,False,False,False
2023-09-03,0,16.5,248,9,True,246,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-09-04,0,17.6,172,9,False,247,True,True,False,False,False,False,False,True,False,False,False,False,False
2023-09-05,0,11.2,225,9,False,248,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-09-06,1,17.1,243,9,False,249,False,False,False,False,False,False,True,True,False,False,False,False,False
2023-09-07,0,21.3,178,9,False,250,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-09-08,0,14.8,178,9,False,251,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-09-09,1,15.3,306,9,True,252,False,False,True,False,False,False,False,True,False,False,False,False,False
2023-09-10,0,18.3,229,9,True,253,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-09-11,0,18.2,199,9,False,254,False,True,False,False,False,False,False,False,False,False,False,False,False
2023-09-12,0,11.5,212,9,False,255,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-09-13,0,17.0,191,9,False,256,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-09-14,0,17.8,130,9,False,257,False,False,False,False,True,False,False,False,True,False,False,False,False
2023-09-15,0,16.5,173,9,False,258,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-09-16,0,13.7,227,9,True,259,False,False,True,False,False,False,False,True,False,False,False,False,False
2023-09-17,1,15.7,367,9,True,260,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-09-18,0,16.4,159,9,False,261,False,True,False,False,False,False,False,True,False,False,False,False,False
2023-09-19,1,15.1,214,9,False,262,False,False,False,False,False,True,False,False,True,False,False,False,False
2023-09-20,1,16.2,287,9,False,263,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-09-21,0,16.2,187,9,False,264,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-09-22,0,12.3,221,9,False,265,False,False,False,False,False,False,False,False,False,True,False,False,False
2023-09-23,0,16.9,260,9,True,266,False,False,True,False,False,False,False,False,False,False,False,False,False
2023-09-24,1,5.7,310,9,True,267,False,False,False,True,False,False,False,True,False,False,False,False,False
2023-09-25,1,19.6,264,9,False,268,False,True,False,False,False,False,False,True,False,False,False,False,False
2023-09-26,0,12.3,172,9,False,269,False,False,False,False,False,True,False,True,False,False,False,False,False
2023-09-27,1,10.0,223,9,False,270,False,False,False,False,False,False,True,True,False,False,False,False,False
2023-09-28,0,12.7,189,9,False,271,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-09-29,0,14.3,196,9,False,272,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-09-30,0,10.0,263,9,True,273,False,False,True,False,False,False,False,False,False,True,False,False,False
2023-10-01,0,10.2,219,10,True,274,False,False,False,True,False,False,False,False,False,False,False,False,False
2023-10-02,0,16.6,160,10,False,275,False,True,False,False,False,False,False,True,False,False,False,False,False
2023-10-03,0,11.9,202,10,False,276,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-10-04,0,13.3,215,10,False,277,False,False,False,False,False,False,True,False,False,True,False,False,False
2023-10-05,1,12.6,280,10,False,278,False,False,False,False,True,False,False,False,False,False,False,False,False
2023-10-06,0,14.4,117,10,False,279,False,False,False,False,False,False,False,False,True,False,False,False,False
2023-10-07,0,10.8,221,10,True,280,False,False,True,False,False,False,False,True,False,False,False,False,False
2023-10-08,0,14.7,207,10,True,281,False,False,False,True,False,False,False,True,False,False,False,False,False
2023-10-09,0,18.6,214,10,False,282,True,True,False,False,False,False,False,False,False,True,False,False,False
2023-10-10,1,6.0,306,10,False,283,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-10-11,1,8.6,275,10,False,284,False,False,False,False,False,False,True,False,False,False,False,False,False
2023-10-12,1,12.2,266,10,False,285,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-10-13,0,12.9,205,10,False,286,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-10-14,0,13.0,261,10,True,287,False,False,True,False,False,False,False,False,False,True,False,False,False
2023-10-15,0,15.2,264,10,True,288,False,False,False,True,False,False,False,False,False,True,False,False,False
2023-10-16,0,14.5,137,10,False,289,False,True,False,False,False,False,False,False,True,False,False,False,False
2023-10-17,0,19.9,264,10,False,290,False,False,False,False,False,True,False,False,False,True,False,False,False
